NAME,GEOID,state_name,"Auto/Retail Debt Delinquency Rate, All","Auto/Retail Debt Delinquency Rate, Communities of Color","Auto/Retail Debt Delinquency Rate, Majority White Communities","Share of Subprime Consumers with Auto/Retail Delinquencies, All","Share of Near-Prime Consumers with Auto/Retail Delinquencies, All","Share of Prime Consumers with Auto/Retail Delinquencies, All","Share with Open Auto Debt, All","Share with Open Auto Debt, Communities of Color","Share with Open Auto Debt, Majority White Communities","Share with Open Auto/Retail Debt, All","Share with Open Auto/Retail Debt, Communities of Color","Share with Open Auto/Retail Debt, Majority White Communities","% population in rural areas, 2010 (Census)",poc_pct,"Average household income, 2019 (ACS)","Average non-white household income, 2019 (ACS)","Average white, non-Hispanic household income, 2019 (ACS)"
"Crittenden County, Arkansas",5035,Arkansas,0.1142355,0.1590106,n/a*,0.2903226,0.0084034,0,0.316414,0.2762692,n/a*,0.3645353,0.3223141,n/a*,0.2088719,0.5801488,57972,44360,75434
"Cross County, Arkansas",5037,Arkansas,0.0391304,n/a*,0.0403587,0.1551724,n/a*,0,0.3667883,n/a*,0.3786408,0.4142336,n/a*,0.4271845,0.5678791,0.2734784,63421,56355,65816
"Dallas County, Arkansas",5039,Arkansas,0.0909091,n/a*,n/a*,n/a*,n/a*,n/a*,0.305,n/a*,n/a*,0.385,n/a*,n/a*,0.5263677,0.4687457,45536,38983,51351
"Desha County, Arkansas",5041,Arkansas,0.1147541,0.1186441,n/a*,n/a*,n/a*,0,0.3049853,0.2921348,n/a*,0.3460411,0.3202247,n/a*,0.3141913,0.5476984,45429,32978,59554
"Drew County, Arkansas",5043,Arkansas,0.0754717,n/a*,0.0857143,0.2777778,n/a*,0,0.3870403,n/a*,0.4063205,0.4553415,n/a*,0.4672686,0.4860879,0.3372428,64337,58228,67128
"Faulkner County, Arkansas",5045,Arkansas,0.0458716,n/a**,0.0449507,0.2134146,0.013245,0,0.3822258,n/a**,0.3837336,0.4362507,n/a**,0.4377729,0.387603,0.1996295,74775,53140,79009
"Franklin County, Arkansas",5047,Arkansas,0.03,n/a**,0.0301508,n/a*,n/a*,0,0.3347023,n/a**,0.3374741,0.4045174,n/a**,0.4057971,0.8260414,0.0795467,50816,38267,51394
"Fulton County, Arkansas",5049,Arkansas,0.0214286,n/a**,0.0215827,n/a*,n/a*,0,0.2975207,n/a**,0.3,0.3829201,n/a**,0.3833333,0.9291956,0.0509361,47206,34849,47548
"Garland County, Arkansas",5051,Arkansas,0.0615655,n/a**,0.0612061,0.2834008,0,0,0.2849381,n/a**,0.2863806,0.3368548,n/a**,0.3392413,0.3690327,0.1793922,61782,45072,64447
"Grant County, Arkansas",5053,Arkansas,0.0306513,n/a*,0.030888,n/a*,0,0,0.4003591,n/a*,0.4025501,0.4631957,n/a*,0.4663024,0.7502941,0.0743131,71564,74383,71362
"Greene County, Arkansas",5055,Arkansas,0.0550459,n/a**,0.0540037,0.234375,0,0,0.3405327,n/a**,0.3426062,0.3880489,n/a**,0.3887262,0.415063,0.0700091,60189,41771,61069
"Hempstead County, Arkansas",5057,Arkansas,0.0457746,n/a*,n/a*,0.1690141,0.0163934,0,0.3154762,n/a*,0.2972973,0.4181548,n/a*,0.3918919,0.5576982,0.4539419,55612,46393,61801
"Hot Spring County, Arkansas",5059,Arkansas,0.0628415,n/a**,0.0628415,0.2875,0,0,0.3336992,n/a**,0.3340659,0.3940724,n/a**,0.3945055,0.6596908,0.1746584,56264,47454,57976
"Howard County, Arkansas",5061,Arkansas,0.0725389,n/a**,n/a*,n/a*,n/a*,0,0.3210162,n/a**,0.3092783,0.4341801,n/a**,0.3814433,0.6751758,0.3585756,57580,40872,65419
"Independence County, Arkansas",5063,Arkansas,0.0484171,n/a**,0.0493359,0.1869919,0.0285714,0,0.377724,n/a**,0.3763353,0.4261501,n/a**,0.4256368,0.6858406,0.1129131,60581,41415,62287
"Izard County, Arkansas",5065,Arkansas,0.0406504,n/a**,0.0406504,n/a*,n/a*,0,0.2944607,n/a**,0.3014925,0.3498542,n/a**,0.358209,1,0.0706706,54216,42163,54486
"Jackson County, Arkansas",5067,Arkansas,0.0466321,n/a**,0.0471204,0.1551724,n/a*,0,0.3540373,n/a**,0.3565401,0.3933747,n/a**,0.3966245,0.6506084,0.2316908,53156,30721,59442
"Jefferson County, Arkansas",5069,Arkansas,0.1028278,0.1340206,n/a*,0.2931727,0.0382166,0,0.3355033,0.3317647,0.2916667,0.3830746,0.3717647,0.3916667,0.3091625,0.6111544,53518,48306,63062
"Johnson County, Arkansas",5071,Arkansas,0.046875,n/a**,0.046875,n/a*,0,0,0.319242,n/a**,0.319242,0.3702624,n/a**,0.3702624,0.7136648,0.2082133,52147,37239,54613
"Lafayette County, Arkansas",5073,Arkansas,0.0777778,n/a**,n/a*,n/a*,n/a*,n/a*,0.3364486,n/a**,n/a*,0.4158879,n/a**,n/a*,1,0.4141176,60652,31550,78275
"Lawrence County, Arkansas",5075,Arkansas,0.0710901,n/a**,0.0714286,0.28,n/a*,0,0.3297491,n/a**,0.3309352,0.374552,n/a**,0.3741007,0.6356015,0.0473745,53357,43326,53684
"Lee County, Arkansas",5077,Arkansas,0.0985916,0.1016949,n/a*,n/a*,n/a*,n/a*,0.2769953,0.2758621,n/a*,0.3239437,0.3275862,n/a*,0.6350729,0.5896237,45765,33282,65687
"Lincoln County, Arkansas",5079,Arkansas,0.0982143,n/a*,0.11,n/a*,n/a*,0.0149254,0.375,n/a*,0.3816425,0.4583333,n/a*,0.4734299,1,0.3580082,58167,39346,65637
"Little River County, Arkansas",5081,Arkansas,0.0671642,n/a**,0.0671642,n/a*,n/a*,0,0.2707775,n/a**,0.272973,0.3512064,n/a**,0.3540541,0.6852175,0.271078,59109,43591,65515
"Logan County, Arkansas",5083,Arkansas,0.0603774,n/a**,0.0603774,n/a*,0.0588235,0,0.323217,n/a**,0.323217,0.3945372,n/a**,0.3945372,0.7101955,0.0956249,52925,44544,53617
"Lonoke County, Arkansas",5085,Arkansas,0.044287,n/a*,0.0410584,0.1936937,0.0263158,0.0014728,0.4487979,n/a*,0.4478022,0.4973286,n/a*,0.496337,0.4481245,0.1399873,75963,47154,79271
"Madison County, Arkansas",5087,Arkansas,0.0574713,n/a**,0.0574713,n/a*,n/a*,0,0.3350126,n/a**,0.3350126,0.4357683,n/a**,0.4357683,1,0.106656,61176,34827,63162
"Marion County, Arkansas",5089,Arkansas,0.0304569,n/a**,0.0304569,n/a*,n/a*,0,0.260177,n/a**,0.260177,0.3451327,n/a**,0.3451327,1,0.0589949,48180,27084,49421
"Miller County, Arkansas",5091,Arkansas,0.0735849,n/a*,0.0726577,0.2142857,0.0291262,0,0.3219955,n/a*,0.3246154,0.3907785,n/a*,0.3930769,0.4001196,0.3152713,59733,37971,69514
"Mississippi County, Arkansas",5093,Arkansas,0.0660147,n/a**,0.0615385,0.1893939,0.0222222,0,0.2942163,n/a**,0.3853821,0.3386421,n/a**,0.4285714,0.3626721,0.4172245,56558,44849,64139
"Monroe County, Arkansas",5095,Arkansas,0.0490196,n/a**,n/a*,n/a*,n/a*,0,0.4279279,n/a**,0.3571429,0.4594595,n/a**,0.3928571,0.6897779,0.4584397,49632,39175,58210
"Montgomery County, Arkansas",5097,Arkansas,0.075,n/a**,0.075,n/a*,n/a*,n/a*,0.2627119,n/a**,0.2627119,0.3262712,n/a**,0.3262712,1,0.0907263,49849,26433,51548
"Nevada County, Arkansas",5099,Arkansas,0.0689655,n/a**,0.0615385,n/a*,n/a*,n/a*,0.345,n/a**,0.3333333,0.425,n/a**,0.4102564,0.6917862,0.3719315,45948,33800,53238
"Newton County, Arkansas",5101,Arkansas,0,n/a*,0,n/a*,n/a*,0,0.2959641,n/a*,0.2949309,0.367713,n/a*,0.3686636,1,0.0610599,47594,57038,47107
"Ouachita County, Arkansas",5103,Arkansas,0.0562914,n/a**,0.0769231,0.25,0,0,0.3475936,n/a**,0.3606557,0.4024064,n/a**,0.4180328,0.5635145,0.4487201,50129,36265,61047
"Perry County, Arkansas",5105,Arkansas,0.0245902,n/a**,0.0245902,n/a*,n/a*,0,0.3562092,n/a**,0.3562092,0.3986928,n/a**,0.3986928,1,0.0453887,61422,60524,61451
"Phillips County, Arkansas",5107,Arkansas,0.1020408,0.1226415,n/a*,n/a*,n/a*,0,0.2465753,0.2365039,n/a*,0.2818004,0.2647815,n/a*,0.4796617,0.65495,44558,31932,64241
"Pike County, Arkansas",5109,Arkansas,0.0471698,n/a**,0.0471698,n/a*,n/a*,0,0.3333333,n/a**,0.3333333,0.3763441,n/a**,0.3763441,1,0.1262551,56352,39977,57716
"Poinsett County, Arkansas",5111,Arkansas,0.0769231,n/a**,0.0769231,0.2876712,0,0,0.3254282,n/a**,0.326288,0.3557312,n/a**,0.3566711,0.7113859,0.1319049,51257,33091,53571
"Polk County, Arkansas",5113,Arkansas,0.0215827,n/a**,0.0215827,n/a*,0,0.0056497,0.2588997,n/a**,0.2588997,0.4482201,n/a**,0.4482201,0.7338592,0.1239674,55295,39014,56992
"Pope County, Arkansas",5115,Arkansas,0.041049,n/a**,0.0393975,0.20625,0.0191083,0,0.3593369,n/a**,0.3626374,0.422233,n/a**,0.4255744,0.5449364,0.1599253,61268,57924,61722
"Prairie County, Arkansas",5117,Arkansas,0.0588235,n/a**,0.06,n/a*,n/a*,n/a*,0.4162679,n/a**,0.4126213,0.4784689,n/a**,0.4757282,1,0.1534986,57282,32242,61624
"Pulaski County, Arkansas",5119,Arkansas,0.0732345,0.1232394,0.0529992,0.2739844,0.016835,0.0015748,0.3171996,0.2695685,0.3305137,0.3598597,0.3150057,0.37004,0.1227675,0.4850387,77462,55485,94630
"Randolph County, Arkansas",5121,Arkansas,0.0578035,n/a**,0.0578035,n/a*,n/a*,0,0.2662942,n/a**,0.2662942,0.3184358,n/a**,0.3184358,0.6742167,0.0609777,54318,76819,53660
"St. Francis County, Arkansas",5123,Arkansas,0.049505,0.0514706,0.0588235,0.1666667,n/a*,0,0.2750397,0.2765957,0.3082192,0.317965,0.3167849,0.3493151,0.5155354,0.6002703,48443,40064,58923
"Saline County, Arkansas",5125,Arkansas,0.0334129,n/a**,0.0320988,0.1904762,0.0063492,0.0018382,0.3815547,n/a**,0.3831418,0.4389987,n/a**,0.4408867,0.3616012,0.1541264,77398,66748,78929
"Scott County, Arkansas",5127,Arkansas,0.0322581,n/a**,0.0322581,n/a*,n/a*,0,0.2600733,n/a**,0.2600733,0.3369963,n/a**,0.3369963,0.703552,0.156515,46067,70233,43437
"Searcy County, Arkansas",5129,Arkansas,0,n/a**,0,n/a*,n/a*,0,0.2727273,n/a**,0.2727273,0.3787879,n/a**,0.3787879,1,0.0686646,48048,23055,49269
"Sebastian County, Arkansas",5131,Arkansas,0.0408759,0.0584795,0.0378151,0.1815068,0.0121457,0,0.2786636,0.2089041,0.2939752,0.342698,0.2859589,0.3569482,0.2081213,0.3127899,65576,52056,70004
"Sevier County, Arkansas",5133,Arkansas,0.04,n/a**,0.0338983,n/a*,n/a*,0,0.2268723,n/a**,0.2409639,0.3237886,n/a**,0.3433735,0.6360066,0.4271998,63163,53338,67564
"Sharp County, Arkansas",5135,Arkansas,0.0378151,n/a**,0.0378151,n/a*,0.0185185,0,0.3713768,n/a**,0.3747715,0.4293478,n/a**,0.4332724,0.8005676,0.0656398,48262,60320,47801
"Stone County, Arkansas",5137,Arkansas,0.0211268,n/a**,0.0211268,n/a*,n/a*,0,0.347432,n/a**,0.347432,0.4229607,n/a**,0.4229607,1,0.0534669,49809,121806,46604
"Union County, Arkansas",5139,Arkansas,0.0671642,n/a**,0.0659341,0.2318841,0.0247934,0.0036101,0.3502304,n/a**,0.3452915,0.4055299,n/a**,0.3991031,0.5450419,0.3947882,61326,42918,71602
"Van Buren County, Arkansas",5141,Arkansas,0.0486111,n/a**,0.0486111,n/a*,n/a*,0,0.3072917,n/a**,0.308094,0.3671875,n/a**,0.3681462,1,0.0652566,51898,69579,51087
"Washington County, Arkansas",5143,Arkansas,0.0452365,n/a**,0.0370209,0.2214411,0.0074488,0.0011038,0.3271326,n/a**,0.336673,0.3836035,n/a**,0.3936777,0.2549479,0.3011033,72353,56158,77055
"White County, Arkansas",5145,Arkansas,0.0422812,n/a**,0.0428287,0.2124352,0.0113636,0,0.361204,n/a**,0.3629787,0.4209866,n/a**,0.4229787,0.5431781,0.1193215,61441,59931,61610
"Woodruff County, Arkansas",5147,Arkansas,0.1052632,n/a*,n/a*,n/a*,n/a*,n/a*,0.2924528,n/a*,0.3495146,0.3490566,n/a*,0.3980583,1,0.3061381,51320,33486,58338
"Yell County, Arkansas",5149,Arkansas,0.0572519,n/a**,0.0579151,0.25,n/a*,0.0060241,0.336,n/a**,0.3344103,0.4112,n/a**,0.4103393,0.7912554,0.2472978,59191,48067,61702
"Alameda County, California",6001,California,0.0293913,0.0345754,0.0090543,0.2110912,0.01001,0.0005384,0.2097298,0.2187864,0.1937244,0.2459013,0.2580072,0.2257845,0.0038861,0.6956925,141427,128196,162954
"Alpine County, California",6003,California,n/a*,n/a**,n/a**,n/a*,n/a*,n/a*,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,1,0.4696824,97724,73313,106429
"Amador County, California",6005,California,0.016055,n/a**,0.0161663,n/a*,0,0.0030303,0.2668178,n/a**,0.2659574,0.3295541,n/a**,0.3290274,0.6042372,0.2184288,81659,77760,82222
"Butte County, California",6007,California,0.0240779,n/a**,0.0242215,0.1591696,0.0029412,0,0.2533705,n/a**,0.2492669,0.3007903,n/a**,0.2975677,0.1890182,0.2922176,91685,75364,96102
"Calaveras County, California",6009,California,0.0238612,n/a**,0.0243363,0.1754386,0.0123457,0,0.2599595,n/a**,0.2616239,0.3099257,n/a**,0.3122831,0.7540919,0.1906446,84039,69830,86475
"Colusa County, California",6011,California,0.0107143,0.0069444,n/a*,n/a*,0,0,0.3411928,0.3523035,n/a*,0.3855756,0.3875339,n/a*,0.3172417,0.6468724,77196,65981,89910
"Contra Costa County, California",6013,California,0.0276104,0.0399623,0.0125621,0.1841764,0.0073571,0.0008966,0.2585659,0.2684435,0.2313246,0.2973818,0.3153251,0.2594422,0.0079274,0.5754955,146387,128109,162832
"Del Norte County, California",6015,California,0.0272374,n/a**,0.0241935,n/a*,0,0,0.2601227,n/a**,0.2602564,0.3153374,n/a**,0.3179487,0.3367354,0.3806874,63515,74252,60119
"El Dorado County, California",6017,California,0.0179211,n/a**,0.0179799,0.1878453,0.003876,0,0.2759595,n/a**,0.2797846,0.3226449,n/a**,0.3265023,0.3469993,0.2288494,118681,116718,119071
"Fresno County, California",6019,California,0.0326535,0.038402,0.0040377,0.1717892,0.0081809,0.0004763,0.3051416,0.2991887,0.3544511,0.357158,0.3526685,0.4046969,0.108052,0.7144743,76573,67590,90844
"Glenn County, California",6021,California,0.0296053,n/a*,n/a*,0.1454545,0.0147059,0,0.2985075,0.3333333,0.1525424,0.3455798,0.4,0.2372881,0.4087192,0.4853446,62706,51843,69402
"Humboldt County, California",6023,California,0.0276339,n/a*,0.0219178,0.1781609,0.0051813,0,0.2456392,0.3265306,0.2445283,0.2747909,0.3673469,0.2734591,0.2975866,0.261733,76880,60913,80872
"Imperial County, California",6025,California,0.0336215,0.0329724,n/a*,0.1657754,0.0127119,0.0016181,0.3068756,0.3178571,n/a*,0.3474891,0.3594643,n/a*,0.1741784,0.8999034,64050,61705,77156
"Inyo County, California",6027,California,0.0206186,n/a**,0.0193548,n/a*,n/a*,0,0.2790698,n/a**,0.2981221,0.3470483,n/a**,0.3638498,0.464305,0.3784836,71376,59362,76472
"Kern County, California",6029,California,0.0398718,0.0492109,0.025679,0.194459,0.0071395,0.0006711,0.3227986,0.314902,0.3105023,0.3768464,0.3697506,0.3673059,0.1020603,0.6722202,75669,64740,90209
"Kings County, California",6031,California,0.033938,0.0324729,n/a**,0.1632047,0.0079156,0,0.3534649,0.343605,n/a**,0.4078441,0.3952949,n/a**,0.108516,0.6865568,72471,64187,84724
"Lake County, California",6033,California,0.0283688,n/a**,0.0198915,0.1538462,0,0,0.2750594,n/a**,0.2895899,0.3330166,n/a**,0.3476341,0.3310601,0.2949918,67959,72403,66748
"Lassen County, California",6035,California,0.0501567,n/a**,0.0280374,0.2545455,0.0144928,0,0.3329016,n/a**,0.3677686,0.4067357,n/a**,0.4380165,0.7052586,0.3457071,71713,67417,72298
"Los Angeles County, California",6037,California,0.0316442,0.0378471,0.0158767,0.1809518,0.0132896,0.0006263,0.2577181,0.2532459,0.2696691,0.299685,0.3002639,0.2952349,0.0060522,0.7413136,104063,86876,135623
"Madera County, California",6039,California,0.0349526,0.0433579,0.0145349,0.1866667,0.0055402,0.0009737,0.3040496,0.2987496,0.2885835,0.3693295,0.3612707,0.3625793,0.329248,0.6694909,83590,77641,90688
"Marin County, California",6041,California,0.0157518,n/a*,0.0150115,0.1933333,0.0142857,0.0005764,0.2174581,n/a*,0.2233348,0.2461611,n/a*,0.2498912,0.0651997,0.2908093,180587,127114,192896
"Mariposa County, California",6043,California,0.0789474,n/a**,0.0789474,n/a*,n/a*,0,0.2369748,n/a**,0.2369748,0.307563,n/a**,0.307563,1,0.2000574,61727,49556,63913
"Mendocino County, California",6045,California,0.033557,n/a*,0.0247423,0.233871,0.0065359,0,0.2677782,0.2941177,0.255675,0.3007826,0.2941177,0.2873357,0.4523059,0.3565344,71732,55596,76633
"Merced County, California",6047,California,0.0397992,0.0399247,0.0125,0.2034549,0.0068376,0.0005942,0.3078608,0.3094201,0.292887,0.3545103,0.3563844,0.3305439,0.1427326,0.7363224,79523,73468,89541
"Modoc County, California",6049,California,0.0102041,n/a**,0,n/a*,n/a*,0,0.2612903,n/a**,0.2754237,0.316129,n/a**,0.3305085,0.6995664,0.223083,53699,32503,57235
"Mono County, California",6051,California,0.0155039,n/a*,0.0196078,n/a*,n/a*,0,0.2661692,n/a*,0.2941177,0.318408,n/a*,0.3676471,0.4583157,0.3495458,84427,61668,91692
"Monterey County, California",6053,California,0.0258159,0.0295192,0.0113636,0.1711864,0.006135,0,0.2631739,0.2793803,0.21122,0.309795,0.3324839,0.2372423,0.09816,0.7085825,102106,80216,130348
"Napa County, California",6055,California,0.0251524,0.0258303,0.0273973,0.1609195,0.0143541,0,0.2617099,0.3301105,0.2106164,0.2967258,0.3729282,0.2482877,0.1340084,0.4853061,130499,111148,140243
"Nevada County, California",6057,California,0.0162107,n/a**,0.0167364,0.1830986,0.0079365,0.0025316,0.2449451,n/a**,0.2495452,0.2842288,n/a**,0.288963,0.4213479,0.1484322,97744,104273,97159
"Orange County, California",6059,California,0.0229937,0.0302115,0.0134802,0.1769911,0.0108283,0.0002486,0.2725739,0.2654085,0.2806351,0.3127503,0.311545,0.3108518,0.0014334,0.6029508,127176,108502,145438
"Placer County, California",6061,California,0.0155272,n/a*,0.0155272,0.1532663,0.0068143,0.0003004,0.2890218,n/a*,0.2890661,0.3298835,n/a*,0.3299341,0.137872,0.2861906,124843,115999,127533
"Plumas County, California",6063,California,0.0162162,n/a*,0.0164835,n/a*,n/a*,0,0.2276065,n/a*,0.2268657,0.2716593,n/a*,0.2716418,0.7402409,0.1685959,77027,63065,79015
"Riverside County, California",6065,California,0.0336421,0.041168,0.0236747,0.175593,0.0104829,0.000743,0.337148,0.3378278,0.2762576,0.3868257,0.3887901,0.3165656,0.0462231,0.661236,95564,85910,106957
"Sacramento County, California",6067,California,0.0333184,0.0382095,0.0152386,0.1863567,0.0079336,0.0000983,0.2760174,0.2822809,0.2729129,0.3204111,0.3291421,0.3129663,0.0206211,0.5629506,93318,82570,103200
"San Benito County, California",6069,California,0.0122399,0.0125874,n/a*,0.0891089,0.0067114,0,0.3451456,0.3550228,n/a*,0.3956311,0.4069635,n/a*,0.2400441,0.6570988,106604,91606,123639
"San Bernardino County, California",6071,California,0.0423582,0.0455138,0.0373945,0.1987881,0.0129456,0.0005156,0.3265477,0.330795,0.2736739,0.3762311,0.3809699,0.3218075,0.047345,0.7285064,86334,82219,93645
"San Diego County, California",6073,California,0.0224266,0.0311626,0.0156375,0.150792,0.0083403,0.0005239,0.2830083,0.294362,0.2722204,0.3251757,0.3441867,0.3116758,0.0329705,0.5521012,112786,94973,127422
"San Francisco County, California",6075,California,0.0244989,0.0313144,0.0051107,0.2331288,0.0092025,0,0.1395136,0.1446518,0.1414325,0.1727026,0.1771966,0.1770928,0,0.6018259,173858,138579,212650
"San Joaquin County, California",6077,California,0.0324091,0.0340729,0.0211111,0.1703704,0.0070838,0.0001943,0.306392,0.3098265,0.3249686,0.3588841,0.3629346,0.3747386,0.0847286,0.696534,92484,86358,101746
"San Luis Obispo County, California",6079,California,0.0163064,n/a*,0.0157699,0.1666667,0.0075188,0.000499,0.2585188,n/a*,0.2555525,0.2981599,n/a*,0.2942144,0.1659639,0.3192953,99083,94611,100403
"San Mateo County, California",6081,California,0.0200938,0.0269499,0.004329,0.1831442,0.005814,0.0002225,0.2008625,0.2076533,0.1908661,0.2346495,0.2474251,0.2182677,0.0189101,0.6159453,193572,168228,221027
"Santa Barbara County, California",6083,California,0.0191629,0.0241884,0.005767,0.1431535,0.0085592,0,0.2590213,0.3128391,0.2134129,0.2946582,0.35217,0.2460926,0.0501752,0.564373,112619,85347,134565
"Santa Clara County, California",6085,California,0.022752,0.0259277,0.0040733,0.1832298,0.0132388,0.0007276,0.2025755,0.2094875,0.1528576,0.2326391,0.2425355,0.1657085,0.0108366,0.6957957,180645,170593,196282
"Santa Cruz County, California",6087,California,0.0252525,0.0403768,0.0164639,0.1914894,0.0215385,0.0018541,0.2289335,0.2640137,0.2195739,0.2662074,0.3153616,0.2509931,0.1203932,0.4360627,126138,101363,136994
"Shasta County, California",6089,California,0.0280755,n/a*,0.0269012,0.17603,0.0089021,0.0029542,0.2786467,0.1940299,0.2816192,0.3313499,0.2686567,0.3342599,0.2928627,0.2098567,81663,75892,82650
"Sierra County, California",6091,California,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2682927,n/a**,0.2682927,0.3414634,n/a**,0.3414634,0.9972222,0.1243421,74547,53280,79545
"Siskiyou County, California",6093,California,0.0084211,n/a**,0.0087527,0.0547945,0,0,0.2742702,n/a**,0.2782115,0.3217923,n/a**,0.3236338,0.6582628,0.2389574,64251,64388,64221
"Solano County, California",6095,California,0.0288612,0.0362043,0.0207792,0.1645857,0.0011038,0.0002994,0.3047051,0.2918351,0.2636854,0.3576545,0.3503099,0.2952968,0.0371845,0.6297228,105465,97468,114834
"Sonoma County, California",6097,California,0.0199837,0.0217391,0.0176089,0.1811024,0.0052632,0,0.2600619,0.2533438,0.2564783,0.3019814,0.3233674,0.295211,0.1235353,0.3727606,117426,98684,123938
"Stanislaus County, California",6099,California,0.0332927,0.0318815,0.0081169,0.1695238,0.0096576,0,0.3039896,0.3044251,0.3294118,0.3524966,0.3562661,0.380805,0.0798071,0.5972596,79840,71348,88119
"Sutter County, California",6101,California,0.0251397,n/a*,0,0.1461988,0.009901,0,0.3060556,n/a*,0.3267327,0.3505728,n/a*,0.3811881,0.1479781,0.5516082,89212,78010,98523
"Tehama County, California",6103,California,0.0436508,n/a**,0.0465549,0.2244898,0,0,0.3098659,n/a**,0.3040857,0.3572797,n/a**,0.3556598,0.5148827,0.3165759,70306,58475,74373
"Trinity County, California",6105,California,0.0337079,n/a**,0.0337079,n/a*,n/a*,0,0.2347561,n/a**,0.2347561,0.2713415,n/a**,0.2713415,1,0.1789764,54714,67292,52544
"Tulare County, California",6107,California,0.0299154,0.0302158,0.011236,0.1548387,0.0053957,0.0003292,0.3205593,0.3228182,0.3061225,0.3729378,0.3764545,0.3591837,0.1547993,0.7243664,74820,68384,85045
"Tuolumne County, California",6109,California,0.0220588,n/a**,0.0206767,0.15625,0.0181818,0,0.2585112,n/a**,0.2596325,0.3127525,n/a**,0.3141672,0.4896595,0.1980572,83571,77161,84540
"Ventura County, California",6111,California,0.0206117,0.0287586,0.0154386,0.1592417,0.0087015,0.0004635,0.2844592,0.2938864,0.2797606,0.3271117,0.3450025,0.3147861,0.0312455,0.5549393,121196,101144,135311
"Yolo County, California",6113,California,0.02658,0.0177515,n/a*,0.1834862,0.0099338,0.0008532,0.2320026,0.3171247,n/a*,0.2690396,0.3562368,n/a*,0.0692958,0.5415873,107375,82925,127855
"Yuba County, California",6115,California,0.0385925,n/a*,0.0138889,0.1910828,0.0175439,0,0.3227057,n/a*,0.3132832,0.3748384,n/a*,0.3609022,0.2622271,0.4480749,74158,89280,67440
"Adams County, Colorado",8001,Colorado,0.031965,0.0401922,0.0250361,0.172179,0.0108303,0.0002626,0.3363023,0.3029874,0.3573951,0.3866658,0.3564465,0.405257,0.0362045,0.5107891,91713,79449,100023
"Alamosa County, Colorado",8003,Colorado,0.037037,n/a**,n/a*,n/a*,n/a*,0,0.2862986,n/a**,n/a*,0.3312883,n/a**,n/a*,0.368663,0.5236853,56513,49816,63021
"Arapahoe County, Colorado",8005,Colorado,0.02865,0.0422433,0.0212072,0.1749298,0.0092507,0,0.3067538,0.2793797,0.3088734,0.3473066,0.3288103,0.3441032,0.0157534,0.4077506,110227,90514,119507
"Archuleta County, Colorado",8007,Colorado,0.020979,n/a**,0.0222222,n/a*,n/a*,0,0.2451613,n/a**,0.2471396,0.3053764,n/a**,0.3066362,0.5937604,0.2367011,71666,55003,75727
"Baca County, Colorado",8009,Colorado,0.0338983,n/a**,0.0338983,n/a*,n/a*,n/a*,0.3492064,n/a**,0.3492064,0.4603175,n/a**,0.4603175,1,0.1516428,51324,30844,55192
"Bent County, Colorado",8011,Colorado,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2142857,n/a**,0.2177419,0.3253968,n/a**,0.3306452,0.3795969,0.3663383,44983,32551,49645
"Boulder County, Colorado",8013,Colorado,0.0130912,n/a**,0.013214,0.1414141,0.0107527,0,0.2290386,n/a**,0.2302302,0.2592186,n/a**,0.2602603,0.0891308,0.2286631,125894,98192,131852
"Broomfield County, Colorado",8014,Colorado,0.0137615,n/a**,0.0138037,0.1355932,0.0119048,0,0.2904523,n/a**,0.2920667,0.3256281,n/a**,0.3264275,0.005833,0.2323012,144139,146456,143594
"Chaffee County, Colorado",8015,Colorado,0.020202,n/a**,0.020202,n/a*,n/a*,0,0.2715856,n/a**,0.2715856,0.3092622,n/a**,0.3092622,0.3741367,0.1507389,70142,59903,71188
"Cheyenne County, Colorado",8017,Colorado,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,0.2221125,70046,64134,70954
"Clear Creek County, Colorado",8019,Colorado,0.02,n/a**,0.02,n/a*,n/a*,0,0.2828947,n/a**,0.2828947,0.3256579,n/a**,0.3256579,1,0.1130068,84430,73627,85438
